Lobbyist,Client,Position,Start date,End date,Bill #,Subject
"Navas, David",Health District of Northern Larimer County,Supporting,02/13/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Williams, Alyson Brozovich",Health District of Northern Larimer County,Supporting,02/13/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Berry, Travis David",KAISER PERMANENTE,Monitoring,01/25/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
Politicalworks,KAISER PERMANENTE,Monitoring,01/25/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Groves, Shannon E",Kaiser Foundation Health Plan,Monitoring,01/25/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Mendez, Barkis and Associates",Planned Parenthood of the Rocky Mountains,Monitoring,01/30/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Pitlik, Amy",Planned Parenthood of the Rocky Mountains,Monitoring,01/30/2024,06/30/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Gorenc, Matthew A",Colorado Department of Regulatory Agencies,,01/01/2024,05/31/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Young, Saskia",Colorado Association of Health Plans,Monitoring,01/29/2024,05/15/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Stonner, Hope Alina",Colorado Consumer Health Initiative,Supporting,01/16/2024,05/08/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Weaver Strategies, LLC",US of Care Action,Monitoring,01/28/2024,05/08/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Pray, Bethany Suzanne",Colorado Center on Law & Policy,Supporting,01/20/2024,04/04/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Navas, David",Health District of Northern Larimer County,Monitoring,02/08/2024,02/13/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Capitol Focus, LLC",HCA-THE HEALTHCARE COMPANY,Monitoring,01/25/2024,01/31/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Gates, Landon",HCA-THE HEALTHCARE COMPANY,Monitoring,01/25/2024,01/31/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Herzberg, Brock",HCA-THE HEALTHCARE COMPANY,Monitoring,01/25/2024,01/31/2024,HB24-1035,Modernize Health Benefit Exchange Governance
"Stillwell-Parvensky, Michele",Colorado Department of Early Childhood,,01/01/2024,09/16/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Morse Public Affairs, LLC",Adams County Health Department,Supporting,01/29/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Ruddock, Michael J",Adams County Health Department,Supporting,01/26/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Capitol Focus, LLC",American Immigration Council,Monitoring,01/24/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Gates, Landon",American Immigration Council,Monitoring,01/24/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Herzberg, Brock",American Immigration Council,Monitoring,01/24/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Laws, Summer",Boulder County,Supporting,01/10/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"VALDEZ, AMBER N",CLLARO,Supporting,01/26/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Political Advocacy, Inc",COLORADO ASSOCIATION OF SCHOOL EXECUTIVES,Amending,01/20/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Cullen, Moira",COLORADO CHILDREN'S CAMPAIGN,Supporting,01/25/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"The Capstone Group, LLC",COLORADO CHILDREN'S CAMPAIGN,Supporting,01/25/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"waligorski, lydia",Clayton Early Learning,Supporting,01/10/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Server, Matthew Kenneth",Colorado Catholic Conference,Supporting,01/30/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Vessely, Brittany Lena",Colorado Catholic Conference,Supporting,01/30/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Frontline Public Affairs (Miles Consulting, Inc.)",Colorado Center on Law and Policy,Supporting,01/31/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"MILES, JENNIFER L",Colorado Center on Law and Policy,Supporting,01/31/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Wallat, Katherine",Colorado Center on Law and Policy,Supporting,01/30/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Ward, Lisa Ann",Colorado Center on Law and Policy,Supporting,01/31/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Mares, Melissa M",Colorado Children's Campaign,Supporting,01/10/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Nuechterlein, Samantha Anne",Colorado Children's Campaign,Supporting,01/25/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"MANDARICH, MARY ALICE",Colorado Organization for Latina Opportunity and Reproductive Rights (COLOR),Monitoring,02/12/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Retzko, Heather",Colorado Statewide Parents Coalition,Supporting,02/16/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
The Policy Matters,Colorado Statewide Parents Coalition,Supporting,02/16/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Kelly-Bowry, Tanya",Colorado Statewide Parents Coaltion,Supporting,02/16/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Wilkins, Andrea Kay",Colorado Teen Parent Collaborative,Supporting,02/19/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Wagner Morgan Strategies, LLC",Florence Crittenton Services,Monitoring,01/26/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Wilkins, Andrea Kay",League of Women Voters of Colorado,Supporting,02/19/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Anshus, Bridget Rose",Mental Health Colorado,Supporting,01/16/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Bustamante, Ana",Save the Children Action Network,Supporting,03/18/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Park, Chae Weon",Save the Children Action Network,Supporting,01/19/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Amn, Khatira",Spring Institute for Intercultural Learning,Supporting,01/09/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Singer, Jonathan",The Boulder Chamber,Supporting,04/19/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Virtual Operations, LLC",The Boulder Chamber,Supporting,04/19/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Frontline Public Affairs (Miles Consulting, Inc.)",Women's Foundation of Colorado,Supporting,01/22/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"MILES, JENNIFER L",Women's Foundation of Colorado,Supporting,01/22/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Ward, Lisa Ann",Women's Foundation of Colorado,Supporting,01/22/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Jansen Thompson, Lisa",the Early Childhood Partnership of Adams County,Supporting,01/30/2024,06/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
EB Public Affairs LLC,Nourish Colorado,Supporting,01/20/2024,06/06/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Siegel Long Public Affairs, LLC",Save the Children Action Network,Supporting,01/19/2024,06/06/2024,HB24-1009,Bilingual Child Care Licensing Resources
EB Public Affairs LLC,The Women's Lobby of Colorado,Supporting,02/28/2024,06/06/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Castillo, Carl",City of Boulder,Supporting,02/09/2024,06/04/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Konkel, Shelbie Alexandra",Colorado Department of Education,,01/01/2024,05/31/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Aponte Public Affairs, Inc.",Early Childhood Council Leadership Alliance (ECCLA),Supporting,04/01/2024,05/31/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Hentze, Iris",Early Childhood Council Leadership Alliance (ECCLA),Supporting,04/01/2024,05/31/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Phillips, Alison Friedman",The Women's Foundation of Colorado,Supporting,01/22/2024,05/30/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Myrland, Louise V",The Women's Foundation of Colorado,Supporting,01/22/2024,05/29/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Cooke, Michael Michael",Council for a Strong America,Supporting,01/30/2024,05/21/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Vigoda, Lindsey",Colorado Association of Family Child Care,Supporting,01/17/2024,05/10/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Vigoda, Lindsey",Small Business Majority,Supporting,01/15/2024,05/10/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Allen, JoVanni Mytchl",Colorado Catholic Conference,Supporting,01/19/2024,05/09/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Raemdonck, Dieter",Colorado Catholic Conference,Supporting,01/19/2024,05/09/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Recht Kornfeld, P.C.",Colorado Catholic Conference,Supporting,01/19/2024,05/09/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Rogers, Thomas M",Colorado Catholic Conference,Supporting,01/19/2024,05/09/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Merlos, Angel Isaac",Americans for Prosperity,Supporting,03/07/2024,05/08/2024,HB24-1009,Bilingual Child Care Licensing Resources
Mutch Government Relations,Executives Partnering to Invest in Children (EPIC),Supporting,02/20/2024,05/08/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Snyder, Lauren Kristine",Mental Health Colorado,Supporting,01/16/2024,05/08/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Greuel, Kate Kooistra",Spring Institute for Intercultural Learning,Supporting,01/01/2024,05/08/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Virtual Operations, LLC",The Boulder Chamber,Monitoring,02/29/2024,04/19/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Worley, Melanie",Council for a Strong America,Supporting,01/30/2024,04/05/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Hickerson, Taylor",Colorado Statewide Parents Coaltion,Supporting,02/16/2024,03/29/2024,HB24-1009,Bilingual Child Care Licensing Resources
"Leyba, Kallie",AFT Colorado,Monitoring,02/02/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Neimond, Kevin",Associated Builders & Contractors Rocky Mountain Chapter,Monitoring,02/01/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"GOFF, ERIN E",Associated Builders and Contractors Rocky Mountain Chapter,Monitoring,02/24/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"HACKENBERGER, MICKI M",Associated Builders and Contractors Rocky Mountain Chapter,Monitoring,02/01/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Hackenberger, Carrie",Associated Builders and Contractors Rocky Mountain Chapter,Monitoring,02/01/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
Husch Blackwell Strategies,Associated Builders and Contractors Rocky Mountain Chapter,Monitoring,02/01/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"LaBriola, Lisa",Associated Builders and Contractors Rocky Mountain Chapter,Monitoring,02/01/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Lo, Elizabeth",Associated Builders and Contractors Rocky Mountain Chapter,Monitoring,02/01/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
REES CONSULTING AND PUBLIC AFFAIRS,COLORADO READY MIX CONCRETE ASSOC,Monitoring,01/30/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
REES CONSULTING AND PUBLIC AFFAIRS,COLORADO STONE SAND AND GRAVEL ASSOC.,Monitoring,01/30/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Dougherty, Dennis J",Colorado AFL-CIO,Monitoring,02/02/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
Cherry Point Strategies,Colorado Chapter College of Emergency Physicans,Monitoring,02/11/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Alderman, Cathy Alderman",Colorado Coalition for the Homeless,Monitoring,01/15/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"McCarthy, Danny",Colorado Coalition for the Homeless,Monitoring,02/01/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Mendez, Barkis and Associates",Colorado Coalition for the Homeless,Monitoring,02/01/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Raynes, Meghan",Colorado Education Association,Supporting,02/05/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Gall, Amanda Leigh",Colorado Fraternal Order of Police,Amending,02/05/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Hodge, Adeline Elisabeth",Colorado Fraternal Order of Police,Amending,02/05/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
Meridian Public Affairs LLC,Colorado Fraternal Order of Police,Amending,02/05/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
BRANDEBERRY MCKENNA PUBLIC AFFAIRS,Colorado Hospital Association,Opposing,02/09/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"BRANDEBERRY, JENIFER",Colorado Hospital Association,Opposing,02/09/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Frazier, Bridget",Colorado Hospital Association,Opposing,02/09/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"MCKENNA, JULIE",Colorado Hospital Association,Opposing,02/09/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Mizer, Susanna",Colorado Hospital Association,Opposing,02/11/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
Cherry Point Strategies,Colorado Medical Society,Monitoring,02/11/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"McCarthy, Danny",Colorado Plaintiff Employment Lawyers Association,Monitoring,02/01/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Mendez, Barkis and Associates",Colorado Plaintiff Employment Lawyers Association,Monitoring,02/01/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
InterMountain Corporate Affairs,E-470 PUBLIC HIGHWAY AUTHORITY,Monitoring,02/05/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Navas, David",Health District of Northern Larimer County,Monitoring,02/08/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Gold Leaf Strategies, LLC",Pinnacol Assurance,Amending,02/08/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"JLH Consulting & Public Affairs, LLC",Pinnacol Assurance,Amending,02/14/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
Sanchez Policy Works LLC,Pinnacol Assurance,Monitoring,02/08/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Criswell, Dianne M.",Special District Association of Colorado,Monitoring,02/02/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"HUDSON, LARRY G.",Special District Association of Colorado,Monitoring,01/31/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"VALDEZ, MICHAEL A",Special District Association of Colorado,Monitoring,02/02/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"BOYLE, PATRICK C",TRI-STATE GENERATION AND TRANSMISSION ASSN,Monitoring,03/05/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Nexus Policy Group, Inc.",TRI-STATE GENERATION AND TRANSMISSION ASSN,Monitoring,03/05/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Cannon, Leslie M",Tri-State Generation and Transmission,Monitoring,02/07/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
West Slope Strategies LLC,Ute Water Conservancy District,Monitoring,02/12/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
Sloan & Associates Public Affairs,Westminster Chamber of Commerce,Monitoring,01/31/2024,06/30/2024,HB24-1140,Workers' Comp for Complex Trauma
"Ewing, Joshua",Colorado Hospital Association,Opposing,02/09/2024,05/16/2024,HB24-1140,Workers' Comp for Complex Trauma
"Kesner, Melanie",Young Invincibles,Supporting,01/26/2024,05/15/2024,HB24-1140,Workers' Comp for Complex Trauma
Colorado Legislative Strategies,COLORADO BANKERS ASSOCIATION,Monitoring,02/09/2024,02/14/2024,HB24-1140,Workers' Comp for Complex Trauma
"VORTHMANN, GARIN",COLORADO BANKERS ASSOCIATION,Monitoring,02/09/2024,02/14/2024,HB24-1140,Workers' Comp for Complex Trauma
"Red Rocks Strategies, LLC",Colorado AFL-CIO,Monitoring,02/02/2024,02/14/2024,HB24-1140,Workers' Comp for Complex Trauma
"LAYTON, MELANIE M.",Colorado Bankers Association,Monitoring,02/09/2024,02/14/2024,HB24-1140,Workers' Comp for Complex Trauma
"Wood, Andrew T.",Colorado Bankers Association,Monitoring,02/09/2024,02/14/2024,HB24-1140,Workers' Comp for Complex Trauma
"Woodhouse, Caroline",Colorado Bankers Association,Monitoring,02/09/2024,02/14/2024,HB24-1140,Workers' Comp for Complex Trauma
"Moldovan, Karen",AARP,Amending,02/08/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"Virtual Operations, LLC",Acupuncture Association of Colorado,Monitoring,01/28/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"Brownstein Hyatt Farber Schreck, LLP",AdventHealth,Monitoring,01/26/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"Jones, Abby M",AdventHealth,Monitoring,01/26/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"KUIPERS, MELISSA L",AdventHealth,Monitoring,01/26/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"Meeks, Jia",AdventHealth,Monitoring,01/26/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"Reveley, Cooper",AdventHealth,Monitoring,02/26/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"Whelan, Sloane",AdventHealth,Monitoring,01/26/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"Hebeler & Hamilton, Inc.","American College of Emergency Physicians, Colorado Chapter",Supporting,02/16/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
Capitol Success Group,COLO BEHAVIORAL HEALTHCARE COUNCIL,Supporting,01/30/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"Frontline Public Affairs (Miles Consulting, Inc.)",COLORADO COMMUNITY HEALTH NETWORK,Supporting,02/02/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"MILES, JENNIFER L",COLORADO COMMUNITY HEALTH NETWORK,Supporting,02/02/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
Politicalworks,COLORADO COMPETITIVE COUNCIL,Opposing,01/30/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"Blumenfeld, Austin",Centennial State Prosperity,Supporting,01/24/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
"Mendez, Barkis and Associates",Center for Health Progress,Supporting,02/05/2024,06/30/2024,SB24-080,Transparency in Health-Care Coverage
